timestamp,T1,T2,T3,T4,T5,T6,T7,T8
2024-09-10 07:49:14,24.5,23.7,24.2,23.7,23.5,23.7,26.9,26.9
2024-09-10 07:49:15,24.5,23.7,24.2,23.7,23.5,23.7,26.9,26.9
2024-09-10 07:49:16,24.5,23.7,24.2,23.7,23.5,23.7,26.9,26.9
2024-09-10 07:49:17,24.5,23.7,24.2,23.7,23.5,23.7,26.9,26.9
2024-09-10 07:49:18,24.5,23.7,24.2,23.7,23.4,23.7,26.9,26.9
2024-09-10 07:49:19,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:20,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:21,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:22,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:23,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:24,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:25,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:26,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:27,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:28,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:29,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:30,24.5,23.7,24.2,23.7,23.5,23.7,26.9,27.0
2024-09-10 07:49:31,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:32,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:33,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:34,24.5,23.7,24.2,23.7,23.4,23.7,26.9,27.0
2024-09-10 07:49:35,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:36,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:37,24.6,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:38,24.5,23.7,24.2,23.7,23.4,23.7,27.0,27.0
2024-09-10 07:49:39,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:40,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:41,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:42,24.5,23.7,24.2,23.7,23.4,23.7,27.0,27.0
2024-09-10 07:49:43,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:44,24.5,23.7,24.2,23.7,23.4,23.7,27.0,27.0
2024-09-10 07:49:45,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.0
2024-09-10 07:49:46,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:47,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:48,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:49,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:50,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:51,24.5,23.7,24.2,23.7,23.4,23.7,27.0,27.1
2024-09-10 07:49:52,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:53,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:54,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:55,24.5,23.7,24.2,23.7,23.5,23.7,27.0,27.1
2024-09-10 07:49:56,24.6,23.7,24.2,23.7,23.4,23.7,27.1,27.1
2024-09-10 07:49:57,24.5,23.7,24.2,23.7,23.5,23.7,27.1,27.1
2024-09-10 07:49:58,24.5,23.7,24.2,23.7,23.4,23.7,27.1,27.1
2024-09-10 07:49:59,24.5,23.7,24.2,23.7,23.4,23.7,27.0,27.1
2024-09-10 07:50:00,24.5,23.7,24.2,23.7,23.4,23.7,27.1,27.1
2024-09-10 07:50:01,24.5,23.7,24.2,23.7,23.4,23.7,27.1,27.1
2024-09-10 07:50:02,24.5,23.7,24.2,23.7,23.4,23.7,27.0,27.1
2024-09-10 07:50:03,24.5,23.7,24.2,23.7,23.5,23.7,27.1,27.1
2024-09-10 07:50:04,24.5,23.7,24.2,23.7,23.4,23.7,27.1,27.1
2024-09-10 07:50:05,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.1
2024-09-10 07:50:06,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.1
2024-09-10 07:50:07,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.2
2024-09-10 07:50:08,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.2
2024-09-10 07:50:09,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.2
2024-09-10 07:50:10,24.6,23.7,24.2,23.7,23.4,23.7,27.1,27.2
2024-09-10 07:50:11,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.2
2024-09-10 07:50:12,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.2
2024-09-10 07:50:13,24.5,23.7,24.2,23.7,23.4,23.7,27.1,27.2
2024-09-10 07:50:14,24.5,23.7,24.2,23.7,23.5,23.7,27.1,27.2
2024-09-10 07:50:15,24.6,23.7,24.2,23.7,23.4,23.7,27.1,27.2
2024-09-10 07:50:16,24.5,23.7,24.2,23.7,23.4,23.7,27.1,27.2
2024-09-10 07:50:17,24.6,23.7,24.2,23.7,23.4,23.7,27.1,27.2
2024-09-10 07:50:18,24.6,23.7,24.2,23.7,23.4,23.7,27.1,27.2
2024-09-10 07:50:19,24.6,23.7,24.2,23.7,23.5,23.7,27.1,27.2
2024-09-10 07:50:20,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.2
2024-09-10 07:50:21,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.2
2024-09-10 07:50:22,24.6,23.7,24.2,23.7,23.5,23.7,27.2,27.2
2024-09-10 07:50:23,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.2
2024-09-10 07:50:24,24.6,23.7,24.2,23.7,23.5,23.8,27.2,27.2
2024-09-10 07:50:25,24.5,23.7,24.2,23.7,23.4,23.7,27.2,27.2
2024-09-10 07:50:26,24.6,23.7,24.2,23.7,23.5,23.7,27.2,27.2
2024-09-10 07:50:27,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.2
2024-09-10 07:50:28,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.2
2024-09-10 07:50:29,24.6,23.7,24.2,23.7,23.4,23.8,27.2,27.2
2024-09-10 07:50:30,24.6,23.7,24.2,23.7,23.4,23.8,27.2,27.2
2024-09-10 07:50:31,24.6,23.7,24.2,23.7,23.4,23.8,27.2,27.2
2024-09-10 07:50:32,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.2
2024-09-10 07:50:33,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:34,24.6,23.7,24.2,23.7,23.4,23.8,27.2,27.3
2024-09-10 07:50:35,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:36,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:37,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:38,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:39,24.6,23.7,24.2,23.7,23.4,23.8,27.2,27.3
2024-09-10 07:50:40,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:41,24.6,23.7,24.2,23.7,23.4,23.7,27.3,27.3
2024-09-10 07:50:42,24.6,23.7,24.2,23.7,23.4,23.7,27.3,27.3
2024-09-10 07:50:43,24.6,23.7,24.2,23.7,23.4,23.7,27.3,27.3
2024-09-10 07:50:44,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:45,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:46,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:47,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:48,24.6,23.7,24.2,23.7,23.4,23.7,27.2,27.3
2024-09-10 07:50:49,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:50,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:51,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.4
2024-09-10 07:50:52,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:53,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:54,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:55,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.4
2024-09-10 07:50:56,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:50:57,24.6,23.7,24.2,23.7,23.4,23.7,27.3,27.4
2024-09-10 07:50:58,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.4
2024-09-10 07:50:59,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.4
2024-09-10 07:51:00,24.6,23.7,24.2,23.7,23.5,23.8,27.3,27.4
2024-09-10 07:51:01,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.3
2024-09-10 07:51:02,24.6,23.7,24.2,23.7,23.5,23.8,27.3,27.4
2024-09-10 07:51:03,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.4
2024-09-10 07:51:04,24.6,23.7,24.2,23.7,23.4,23.7,27.3,27.4
2024-09-10 07:51:05,24.6,23.7,24.2,23.7,23.4,23.8,27.3,27.4
2024-09-10 07:51:06,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:07,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:08,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:09,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:10,24.6,23.7,24.2,23.7,23.5,23.8,27.4,27.4
2024-09-10 07:51:11,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:12,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:13,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:14,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:15,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:16,24.6,23.7,24.2,23.7,23.5,23.8,27.4,27.4
2024-09-10 07:51:17,24.6,23.7,24.2,23.7,23.5,23.8,27.4,27.4
2024-09-10 07:51:18,24.6,23.7,24.1,23.7,23.4,23.8,27.4,27.4
2024-09-10 07:51:19,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:20,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:21,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:22,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:23,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:24,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:25,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:26,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:27,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:28,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:29,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:30,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:31,24.6,23.7,24.2,23.7,23.4,23.8,27.4,27.5
2024-09-10 07:51:32,24.6,23.7,24.2,23.7,23.5,23.8,27.5,27.5
2024-09-10 07:51:33,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:34,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:35,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:36,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:37,24.6,23.7,24.2,23.7,23.5,23.8,27.5,27.5
2024-09-10 07:51:38,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
