timestamp,T1,T2,T3,T4,T5,T6,T7,T8
2024-08-15 02:48:47,20.3,26.3,25.8,24.9,24.2,24.7,25.3,25.9
2024-08-15 02:48:48,20.3,26.3,25.8,24.9,24.2,24.7,25.3,25.9
2024-08-15 02:48:49,20.3,26.3,25.8,24.9,24.2,24.7,25.3,25.9
