timestamp,T1,T2,T3,T4,T5,T6,T7,T8
2024-08-12 10:09:35,20.4,27.5,27.0,26.3,25.0,25.6,26.3,27.0
2024-08-12 10:09:36,20.4,27.6,27.1,26.3,25.0,25.6,26.3,27.0
2024-08-12 10:09:37,20.4,27.5,27.0,26.3,25.0,25.6,26.3,27.0
2024-08-12 10:09:38,20.4,27.6,27.1,26.3,25.0,25.6,26.3,27.0
2024-08-12 10:09:38,20.4,27.6,27.1,26.3,25.0,25.6,26.3,27.0
2024-08-12 10:09:39,20.4,27.6,27.1,26.4,25.0,25.6,26.3,27.0
2024-08-12 10:09:40,20.4,27.6,27.1,26.4,25.0,25.6,26.3,27.0
