timestamp,T1sdf,T2,T3,T4,T5,T6,T7,T8
2024-08-14 04:02:02,20.0,26.0,25.4,24.4,23.7,24.3,24.9,25.5
2024-08-14 04:02:03,20.0,26.0,25.4,24.4,23.7,24.3,24.9,25.5
2024-08-14 04:02:04,20.0,26.0,25.4,24.4,23.7,24.3,24.9,25.5
2024-08-14 04:02:05,20.0,26.0,25.4,24.4,23.7,24.3,24.9,25.5
2024-08-14 04:02:06,20.0,26.0,25.4,24.4,23.7,24.2,24.9,25.5
