timestamp,hi,T2,T3,T4,T5,T6,T7,T8
2024-08-04 12:43:34,20.7,27.8,27.3,26.5,24.7,25.2,25.9,26.5
2024-08-04 12:43:35,20.6,27.8,27.3,26.5,24.7,25.2,25.9,26.5
2024-08-04 12:43:36,20.6,27.8,27.3,26.5,24.7,25.2,25.9,26.5
2024-08-04 12:43:37,20.6,27.8,27.3,26.5,24.7,25.3,25.9,26.5
