timestamp,won,Too,threa,phour,phyve,cix,psevn,ate
2024-08-15 07:37:18,19.9,26.2,25.7,24.8,24.0,24.5,25.0,25.5
2024-08-15 07:37:19,19.9,26.2,25.7,24.8,24.0,24.5,25.0,25.5
2024-08-15 07:37:20,19.9,26.2,25.7,24.8,24.0,24.5,25.1,25.5
