timestamp,T1,T2,T3,T4,T5,T6,T7,T8
2024-08-15 02:46:35,20.2,26.3,25.8,24.9,24.3,24.8,25.4,25.9
2024-08-15 02:46:36,20.1,26.3,25.8,24.9,24.3,24.8,25.4,25.9
2024-08-15 02:46:37,20.2,26.3,25.8,24.9,24.3,24.8,25.4,25.9
2024-08-15 02:46:38,20.1,26.3,25.8,24.9,24.3,24.8,25.4,26.0
