timestamp,Nate,Saunders,T3,T4,T5,T6,T7,Last
2024-08-13 10:48:21,20.3,26.2,25.7,24.6,23.9,24.4,25.0,25.6
2024-08-13 10:48:22,20.3,26.2,25.7,24.6,23.8,24.4,25.0,25.6
2024-08-13 10:48:23,20.3,26.2,25.7,24.6,23.8,24.4,25.0,25.6
2024-08-13 10:48:23,20.3,26.2,25.6,24.6,23.9,24.4,25.0,25.6
2024-08-13 10:48:24,20.3,26.2,25.7,24.6,23.8,24.4,25.0,25.6
2024-08-13 10:48:25,20.3,26.2,25.7,24.6,23.8,24.4,25.0,25.6
2024-08-13 10:48:26,20.3,26.2,25.6,24.5,23.8,24.4,25.0,25.6
2024-08-13 10:48:27,20.3,26.2,25.7,24.5,23.8,24.4,25.0,25.6
